,a101,a102,a103,a104,a105,a106,a107,a108,a109,a110,a111,a112,a113,a114,a115,a116,a117,a118,a119,a120,a121,a122,a123,a124,a125,a126,a127,a128,malware,count
48,[-1.3489787066666665],[-0.9519607433333332],[-0.8419849233333333],[-0.16748043783333333],[0.8049776228333334],[-0.19698911999999993],[0.28393776499999995],[0.5578605566666667],[-0.39842525166666665],[0.52229169],[0.02058607833333333],[-0.04568424983333333],[2.1636361333333336],[0.020008236999999995],[-0.60951269],[-0.9865065683333333],[-1.6141242666666669],[0.023643926666666665],[-0.4096080433333333],[0.49215041899999995],[-0.6267008933333333],[-0.1666990256666667],[-0.48250322250000005],[-0.20108985866666662],[0.40906769899999995],[-0.7799839366666667],[0.45067918000000007],[0.2879529145],0,6
49,[-1.3477247120000002],[-0.503197312],[-1.092178206],[-0.389591216],[0.7226726680000001],[-0.6980451019999999],[0.39478242699999994],[0.22178299799999998],[-0.153186698],[0.23298919599999998],[0.89257673],[0.06106156100000001],[1.7241944399999998],[0.279654192],[-0.6139461660000001],[-0.8705739720000001],[-0.70912748],[0.06729465800000001],[-0.4896423084],[0.41927093399999993],[-0.284611342],[-0.11347352200000001],[-0.49445093200000007],[-0.5320952999999999],[0.588469669],[-0.585463794],[0.611451534],[-0.04058002200000001],0,5
50,[-1.9181590999999998],[-0.8429314616666667],[-0.6975882016666667],[-0.4070634501666666],[0.13691498683333334],[0.3900001208333334],[0.699581836],[0.3485658166666667],[-0.10846252233333335],[-0.17413340999999996],[1.3345852666666669],[-0.07214323166666668],[1.3164969333333332],[-0.41880537833333337],[-0.9645538283333334],[-1.1384478933333333],[-1.4473219000000002],[0.16522824833333336],[-0.9135871633333333],[0.5304362116666667],[-0.7967032566666666],[-0.4420261033333333],[-0.641180105],[0.21478704833333337],[0.8170073483333334],[-0.7665045416666666],[0.41670093733333324],[-0.7423932883333332],0,6
51,[-1.7003100433333334],[-0.7529089966666666],[-1.1845812],[-0.37863129333333334],[0.3255223733333334],[-0.28708311233333333],[0.5118694416666667],[0.13912557166666664],[-0.37745554333333337],[0.39689590666666663],[0.9154342483333333],[-0.12257493300000001],[1.3248778166666666],[-0.3239975116666667],[-0.760809575],[-1.262778775],[-0.9821463893333333],[-0.02432762083333333],[-0.7096366894999999],[0.2908290391666667],[-1.1213865],[0.04910439066666667],[0.2714514276666667],[-0.04489707666666668],[0.4980960829999999],[-0.9721691100000002],[1.1104722566666667],[-0.49326259166666664],0,6
52,[-1.2785366500000002],[-1.0109488983333332],[-1.0081056583333332],[-0.2286561366666667],[0.32745979166666667],[-0.09427301833333333],[0.921578605],[0.34168201],[-0.1904600888333333],[0.15608644666666668],[0.9001665766666666],[-0.350285685],[1.2097975766666667],[-0.048574798333333336],[-0.016284609999999995],[-1.0622910333333333],[-0.9808638236666667],[-0.26998730833333334],[-0.8254132573333335],[0.10043797916666665],[-0.14293828449999998],[-0.24141028666666667],[0.7425589549999999],[0.11573769333333332],[0.702649075],[-0.72147995],[0.9452278383333333],[-0.540342695],0,6
53,[-1.9001619],[-0.926666262],[-1.48075702],[-0.35003892179999996],[0.3554543532],[-0.6722153280000001],[0.604592338],[1.4183756879999998],[-0.7067922539999999],[-0.456684568],[1.7561494],[0.06272916680000003],[1.236747946],[-0.20875319199999995],[-0.744038008],[-0.9613253079999999],[-1.2368858999999999],[0.0467438082],[-0.853834112],[0.9888971999999999],[-0.9004274500000001],[-0.18500323400000002],[-0.12016934999999998],[-0.149328664],[0.56977005],[-0.6812352119999999],[0.654250298],[-0.851812456],0,5
54,[-1.6974928000000002],[-0.786182985],[-1.0119246333333336],[-0.45048738833333335],[-0.08833430833333333],[0.06606822950000002],[1.0558135833333333],[1.2549804566666667],[-0.7350033941666667],[0.24673650483333331],[1.5387030833333333],[-0.004449519999999989],[1.1757272333333333],[-0.32384246833333336],[-0.3935860033333333],[-0.9073603716666666],[-1.4299446766666666],[-0.20906896666666666],[-0.7311977783333333],[0.7241890933333334],[-0.3238106255],[-0.2174400906666667],[-0.2809234175],[0.6702065333333334],[0.822536625],[-0.479246045],[0.6513002600000001],[-1.0259079333333334],0,6
55,[-0.9821341266666667],[-0.9487048766666666],[-1.0887393083333332],[-0.3603307683333334],[0.1936712283333333],[-0.42515210666666664],[0.09511068933333335],[1.2007166933333335],[-0.05887056283333334],[-0.0376631891666667],[0.9247426166666667],[-0.2788506973333333],[1.3206091733333334],[-0.015537166166666666],[-0.251128516],[-1.0885905933333333],[-0.854760595],[-0.144283152],[-0.1667483295],[0.4645431883333333],[-0.23699648166666668],[-0.030960597833333325],[-0.38489953499999996],[-0.1721656515],[0.6143490978333334],[-0.6628708103333333],[0.9323670078333333],[-0.05226428733333335],0,6
56,[-2.2377329166666664],[-0.618690465],[-1.0644655166666668],[-0.27396981816666666],[-0.12995246166666666],[-0.9837687719999999],[0.11532317666666668],[1.4432515166666666],[-0.472399665],[1.183335555],[1.7328275333333334],[-0.1795215668333333],[1.5088933100000002],[-0.13351694833333333],[-0.6461787466666666],[-0.9403177399999999],[-1.4307324666666668],[-0.08400468],[-0.6842347166666668],[0.1538539673333333],[-1.0942485599999998],[-0.20634017333333332],[-0.465591825],[-0.743359405],[0.623021105],[-0.49022410166666663],[0.683065],[0.09997392333333333],0,6
57,[-3.0515977399999996],[-1.33361246],[-0.58267493],[-0.33443588800000007],[0.08824721399999999],[-0.3542846604],[0.8692849600000001],[0.987189972],[-0.877905914],[0.69839275],[2.12552594],[-0.7223613940000001],[1.09743732],[0.07118455879999999],[-1.290527134],[-0.5213935380000001],[-2.1347643599999997],[1.044598894],[0.100931182],[0.13220147639999996],[-0.05064924],[-1.085303386],[-0.27789174],[0.40727304799999997],[0.9791351620000001],[-1.39651386],[0.83972655],[-1.219201034],0,5
58,[-2.18748854],[-1.2126210666666668],[-0.8496769],[-0.31782815200000003],[0.46065142333333325],[-0.6426799333333334],[0.8071817899999999],[1.4580380566666669],[-0.4228927516666667],[1.0388123206666668],[1.3248559416666665],[-1.2679106266666667],[1.2787573916666666],[-0.02431839999999998],[-0.6561369583333333],[-1.1432143966666668],[-2.3715167833333335],[1.8680356933333335],[-0.05628383583333333],[0.8234667133333334],[-0.6900901916666666],[0.16044498633333334],[-0.8475099833333334],[-0.30920546833333334],[0.7331319383333333],[-0.6641201216666667],[0.9453188583333333],[-0.3385122116666666],0,6
59,[-2.5922164833333334],[-1.0342262450000002],[-1.27787765],[-0.673502525],[-0.2842661183333333],[-0.48263550999999993],[0.6145408529999999],[1.1610694833333335],[-0.3610789033333333],[0.05434597999999996],[1.7809667833333336],[-0.3066943366666667],[1.6153397666666667],[0.5241304916666666],[-0.6949072261666668],[-1.3777617833333335],[-0.9078481433333333],[0.5916558000000001],[-0.9728648299999999],[0.620957345],[-0.16662671399999998],[-1.1101803833333332],[-0.4184463858333333],[0.12426235416666666],[1.2256409000000001],[-0.8298973049999999],[0.8550301016666665],[-1.0645112133333334],0,6
60,[-0.8849630566666667],[-0.48959618499999996],[-0.9243176916666668],[-0.23930769649999997],[0.6563553350000001],[-0.43658077333333334],[0.43494492666666673],[0.721508876],[0.030843666000000002],[-0.07670733999999997],[1.11176538],[-0.21693622499999998],[1.2577206833333334],[0.33666731833333335],[-0.5319530633333334],[-0.6524461383333333],[-0.46945297616666676],[0.5631916033333333],[-0.583560987],[0.3073929206666666],[-1.0033824316666666],[-0.16783169133333334],[-0.10252464666666666],[0.09348133416666665],[0.4663279226666666],[-0.6951299466666666],[0.8051141216666666],[-0.510941563],0,6
61,[-0.8582272883333334],[-0.5287289816666667],[-0.4714469583333334],[-0.25296778333333336],[0.3975916933333333],[-0.4164237783333334],[0.6205516200000001],[0.7733057850000001],[-0.011665835833333346],[0.16203471499999997],[0.9393914400000001],[-0.4542065833333333],[1.3551532000000002],[-0.09495320549999998],[-0.48267071000000006],[-0.8262367716666666],[-0.5410431350000001],[0.5560994066666667],[-0.244300826],[0.30816440666666667],[-0.7337782863333334],[-0.025082351166666666],[-0.6572457383333333],[-0.16906712833333334],[0.5836750166666667],[-0.06592660683333333],[0.2954427816666667],[-0.17408625583333334],0,6
62,[-1.2670480666666668],[-0.6493940766666667],[-0.7077366450000001],[-0.12029261233333333],[-0.066478805],[0.3640615116666666],[0.7303338366666666],[1.0411918383333334],[-0.16901214583333335],[0.6256891066666667],[1.0064800266666667],[-0.8715329133333333],[1.3909864333333333],[-0.40382152966666673],[-0.440805925],[-0.6958344066666666],[-0.6050841175],[0.730009005],[-0.6252188666666667],[0.6654145216666667],[-0.7834156641666667],[-0.2397811533333333],[-0.4126313183333334],[0.5058809671666666],[0.32665051733333333],[-0.15092314666666667],[0.7939965066666668],[-0.6596083633333333],0,6
63,[-1.7060608166666666],[-1.0873227250000002],[-0.98948862],[-0.20066841266666668],[0.2280239966666667],[-0.36927269933333334],[0.5332835208333333],[0.7125233933333334],[0.15321744666666667],[0.523885825],[0.9873899583333334],[-0.19406364733333334],[1.2034562666666668],[0.26204833583333337],[-1.0150194816666667],[-0.9251140400000001],[-0.6709609950000001],[0.9543855333333333],[-0.6238888699999999],[0.5523374750000001],[-0.927906555],[-0.011973547166666645],[-0.25822357116666667],[-0.15952509383333333],[0.6040185436666666],[0.0503990783333333],[0.7650092933333333],[-0.5611555811666666],0,6
64,[-1.0879065716666665],[-0.7724145366666667],[-1.0317480283333331],[-0.21853375933333333],[0.8122789733333334],[-0.360409054],[0.5339373633333334],[0.7257072616666665],[0.12002037566666668],[-0.090351166],[1.0712255266666666],[-0.3228684325],[1.5148256],[0.4498010858333334],[-0.06151149333333331],[-0.6319652583333333],[-0.4053595183333334],[0.9112833416666666],[-0.4434669441666667],[0.144463632],[-0.8132915733333334],[-0.3300815133333333],[-0.264552986],[-0.15104230250000003],[0.7869417383333333],[-0.21158487366666667],[0.7104223416666665],[-0.521764985],0,6
65,[-1.2672230299999998],[-0.9963684180000001],[-0.787934592],[-0.706986024],[0.5828058759999999],[-0.6706721259999999],[0.9459225239999999],[0.8670057760000001],[0.60685376],[-0.229429972],[0.724365964],[-0.7398388300000001],[0.4261002728],[0.46393991],[-0.33561922200000005],[-1.2303736779999999],[-0.9357972839999998],[0.43017166599999995],[-0.9329795439999999],[0.027712438000000016],[-0.437474724],[-0.534333292],[-0.05444013599999999],[-0.5202330079999999],[1.233206358],[-0.19938617],[0.455230464],[-0.42832168],0,5
66,[-0.9600095883333334],[-0.4078988083333333],[-0.6052095666666666],[-0.4324173233333333],[0.4271803726666667],[-0.7806489666666666],[0.5574626490000001],[0.6613538783333334],[0.36906663],[0.22249694500000003],[0.7966411533333333],[-0.13094309],[0.594920655],[0.25415927883333334],[-0.24707276433333333],[-0.8306785166666666],[-0.8786849433333335],[1.326232145],[-0.12432174166666665],[0.014475921666666655],[-0.46870988999999996],[-0.29262332799999996],[-0.7546679599999999],[0.438391468],[0.93987547],[-0.28389557516666664],[0.8316471216666667],[-0.32437228166666665],0,6
67,[-2.065496116666667],[-0.7106700216666667],[-1.3038514333333333],[-1.48685435],[-0.18139660100000002],[-1.389176545],[1.0481062083333335],[0.083290084],[0.6098079683333333],[0.27169706816666667],[2.343196666666667],[-0.25878600749999997],[0.08234560999999999],[0.343016783],[-0.5338961066666666],[-1.0756764499999998],[-0.658218595],[1.4016340666666667],[-0.26173124416666665],[-0.4602535466666666],[-0.844567255],[-0.34129921916666667],[-0.4018795559999999],[0.10741689066666667],[1.8869374333333333],[-0.12333802500000002],[0.11589909500000001],[-1.3717346333333333],0,6
68,[-1.8169136166666668],[-0.6008614316666666],[-0.9676753216666666],[-0.6701162683333334],[-0.0005810706666666601],[-1.1058158166666667],[0.7368884650000002],[0.28615324683333326],[0.5645833],[-0.07381535333333333],[1.8349503],[-0.3436923758333333],[0.4166839443333333],[0.339073395],[-0.35141109800000003],[-0.9794570366666666],[-0.7998229516666666],[0.7453920150000001],[-0.8436064883333335],[0.08727906266666668],[-0.8973558016666666],[-0.37592048149999996],[-0.6684848566666667],[-0.4012943633333333],[1.3133843849999998],[-0.16397455683333334],[0.43797949266666664],[-0.383419955],0,6
69,[-1.7395224800000002],[-0.7927501859999999],[-0.7638859339999999],[-0.49594682199999995],[-0.34490784799999996],[-1.094684106],[0.9595766399999999],[1.2810263],[0.5779579180000001],[-0.026947491999999972],[1.49197158],[-0.5855879720000001],[0.13741573680000002],[0.011896421999999995],[-0.41783923000000006],[-1.0029146400000002],[-1.7435499399999999],[0.9592679598],[-1.2874002],[0.47281357999999996],[-0.457097656],[-0.40087494600000007],[-1.0843705719999999],[-0.47112418],[0.9122858319999999],[-0.815113934],[0.6105512384],[-0.15985825480000004],0,5
70,[-1.820339183333333],[-0.6644015016666668],[-0.6385217816666667],[-0.637536],[0.9861000683333333],[-0.7510368399999999],[0.9502598583333333],[1.4238428499999998],[0.6425872683333332],[0.477506821],[0.7489335366666666],[-0.29518876266666666],[0.09059044266666666],[0.14671913999999997],[-0.38354580000000005],[-1.3899764833333332],[-1.7401536666666668],[0.8082071333333335],[-0.5536913161666667],[0.3614226249999999],[-0.13261911583333333],[-0.11620653266666668],[-0.8587336283333332],[-0.26720140000000003],[0.8334939499999999],[-0.7448583916666666],[0.6235432766666666],[-0.59201544],0,6
71,[-1.2701059666666668],[-0.5081952183333334],[-0.45270662],[-0.46103029],[0.2587813311666667],[-0.9347171966666666],[0.6711981083333333],[1.3997998166666668],[0.6089732933333333],[0.014147881666666667],[1.222923455],[-0.145680115],[-0.006085438333333322],[0.6662010666666666],[-0.14038585500000003],[-0.64995702],[-1.27205144],[1.1329365833333334],[-0.4325981716666667],[0.03977736333333332],[0.13473914933333334],[-0.3889245728333333],[-1.1708684833333332],[-0.09074913033333336],[0.772200495],[-0.8156489783333333],[0.30421589],[0.04783878049999999],0,6
72,[-1.95242485],[-0.5317622433333334],[-0.7306017833333334],[-0.14293413000000002],[0.7972432566666668],[-0.9300332999999998],[1.0499381833333332],[1.5864271166666668],[0.6405157483333332],[0.4638422766666667],[0.9035082216666667],[-0.3451433483333333],[-0.28207240166666664],[0.5070434578333333],[-0.3711724216666666],[-0.43415676833333333],[-1.0494352100000002],[0.6897789033333334],[-0.6138602033333334],[0.36027017333333333],[-0.05001282516666666],[0.03034538383333334],[0.03399368333333333],[-0.17224504166666668],[0.8681082800000001],[-0.35920099999999994],[0.7028077166666667],[0.19334759666666665],0,6
73,[-2.56538624],[-0.8961717800000001],[-0.89984401],[-0.822069134],[0.25930105000000003],[-1.23758428],[1.0381864240000003],[0.25339565080000004],[1.21763756],[-0.2860861968],[2.52682758],[-0.60265197],[0.05322549599999997],[0.1630932038],[-0.724595224],[-1.1109945399999999],[-1.403061494],[1.29705746],[-0.8784804915999999],[-0.5068172752],[-0.600073628],[-0.72947445],[-0.48933379200000005],[-0.3286918944],[1.48640027],[-0.5805587412000001],[0.543856836],[-1.08794401],0,5
74,[-1.7243325333333333],[-0.38668904],[-0.5675278916666667],[-0.968753165],[0.4358749933333333],[-1.1224974583333334],[0.8510377791666667],[1.102166965],[2.5905572833333332],[-0.315597675],[1.901385483333333],[-0.18347295],[0.13940865166666663],[0.5857024049999999],[-1.0051277931666667],[-1.7091616166666668],[-1.5859313333333336],[1.3784073416666667],[-1.3995513633333332],[-0.36360431833333334],[-1.2490008516666666],[-1.2907624883333333],[-0.5696705616666667],[0.09744928166666667],[1.2567498818333334],[-0.23083690666666667],[0.8209894566666666],[-0.833573775],0,6
75,[-1.6915326333333336],[-0.6829029533333332],[-0.7814176650000001],[-0.42417583566666667],[0.41457233499999996],[-0.8101827150000002],[0.7733731946666667],[0.5159440683333333],[1.0241863999999998],[-0.2434837045],[1.4507234166666665],[-0.4427555033333333],[0.24889963],[0.34481520833333335],[0.006920434500000007],[-0.7769894283333333],[-1.2136199599999997],[0.8779048290000001],[-0.7091170383333333],[0.358939685],[-0.6186377583333335],[0.24200993550000002],[-0.6579795949999999],[-0.3511542816666666],[1.2982746049999998],[-0.5118766143333333],[0.45350844166666665],[-0.5449228116666667],0,6
76,[-1.6355433833333333],[-0.6656330433333334],[-0.5635665183333333],[-1.2237512666666666],[1.0284389933333336],[-1.10266315],[2.017644926666667],[-0.0517438235],[1.5555919833333334],[-0.071000227],[2.3465333166666666],[-0.17354899],[0.16034711499999998],[1.3080512166666667],[0.04090183616666667],[-1.4278933833333334],[-2.0340128833333337],[1.002969716666667],[-1.4830593166666668],[0.05222816366666667],[-1.2216910666666665],[-0.18974160083333333],[-0.35630380666666667],[-0.9941576883333333],[1.76348055],[-1.2760501116666667],[0.8076991566666667],[-1.3465104083333335],0,6
77,[-0.9071433120000002],[-0.523152654],[-0.663870822],[-0.6499893751999999],[0.1122457772],[-1.161416074],[0.49360480300000004],[0.994022943],[1.351685992],[0.31400641800000006],[1.89721792],[-0.624653992],[0.167194088],[0.20128284599999996],[-1.1833286619999999],[-1.1926813299999999],[-0.9847827920000001],[0.8300358859999999],[-0.5982092019999999],[0.25873086359999997],[-0.4796189428],[-0.8349449520000001],[-0.6014766579999999],[0.32491017600000005],[0.4859143080000001],[-0.609087386],[1.113428418],[0.042268334000000005],0,5
78,[-1.00550185],[-0.7144629333333333],[-0.5937151916666666],[-1.2086636833333335],[0.6206912633333334],[-1.0305550133333334],[1.3174246666666667],[0.85583854],[1.6292214133333331],[0.21039397333333332],[1.9916023166666665],[-0.016452040499999997],[0.16711360333333333],[0.6443705933333334],[-0.09709444833333332],[-1.55629081],[-1.9367975633333332],[0.60132121],[-0.8679968511666667],[0.02396162],[-0.7976695783333332],[-0.23764935399999998],[-0.16806188666666666],[-0.63899614],[1.59831525],[-0.8947584588333334],[0.9269426816666666],[-0.7718032133333335],0,6
79,[-0.822928155],[-0.6186427383333334],[-0.6578510566666668],[-0.3256839658333333],[-0.5363600366666667],[-0.879118605],[0.3858624646666667],[-0.007709916666666687],[1.4969224],[-0.46508194499999994],[1.7861732833333335],[-0.6081934666666667],[0.669000055],[-0.30381331166666664],[-0.36937587333333327],[-0.19058025833333328],[-2.0424700166666665],[1.1014422383333333],[-0.28635578516666665],[0.10479228766666666],[-0.4977936033333334],[-0.16258368166666667],[-0.4295700683333334],[0.6841128200000001],[1.0179257833333335],[-0.49491244],[1.0059587666666667],[-0.25956231166666666],0,6
